start_time,kpi,label
2019/2/13 11:00,Number of Answered Sessions After Domain Selection (times),1
2019/2/13 12:00,Number of Answered Sessions After Domain Selection (times),0
2019/2/13 13:00,Number of Answered Sessions After Domain Selection (times),0
2019/2/13 14:00,Number of Answered Sessions After Domain Selection (times),0
2019/2/13 15:00,Number of Answered Sessions After Domain Selection (times),0
2019/2/13 16:00,Number of Answered Sessions After Domain Selection (times),0
2019/2/13 17:00,Number of Answered Sessions After Domain Selection (times),0
2019/2/13 18:00,Number of Answered Sessions After Domain Selection (times),0
2019/2/13 19:00,Number of Answered Sessions After Domain Selection (times),0
2019/2/13 20:00,Number of Answered Sessions After Domain Selection (times),0
2019/2/13 21:00,Number of Answered Sessions After Domain Selection (times),0
2019/2/13 22:00,Number of Answered Sessions After Domain Selection (times),0
2019/2/13 23:00,Number of Answered Sessions After Domain Selection (times),0
2019/1/28 0:00,Number of Attempted Sessions After Domain Selection (times),0
2019/1/28 1:00,Number of Attempted Sessions After Domain Selection (times),0
2019/1/28 2:00,Number of Attempted Sessions After Domain Selection (times),0
2019/1/28 3:00,Number of Attempted Sessions After Domain Selection (times),0
2019/1/28 4:00,Number of Attempted Sessions After Domain Selection (times),0
2019/1/28 5:00,Number of Attempted Sessions After Domain Selection (times),0
2019/1/28 6:00,Number of Attempted Sessions After Domain Selection (times),0
2019/1/28 7:00,Number of Attempted Sessions After Domain Selection (times),0
2019/1/28 8:00,Number of Attempted Sessions After Domain Selection (times),0
2019/1/28 9:00,Number of Attempted Sessions After Domain Selection (times),0
2019/1/28 10:00,Number of Attempted Sessions After Domain Selection (times),0
2019/1/28 11:00,Number of Attempted Sessions After Domain Selection (times),0
2019/1/28 12:00,Number of Attempted Sessions After Domain Selection (times),0
2019/1/28 13:00,Number of Attempted Sessions After Domain Selection (times),0
2019/1/28 14:00,Number of Attempted Sessions After Domain Selection (times),0
